content	lable
"그림은 고열원에서 3Q의 열을 흡수하여 W의 일을 하고, 저열원으로 2Q의 열을 방출하는 열기관을 나타낸 것이다."	2
다음은 물체에 작용하는 힘과 물체의 운동에 대한 설명이다	1
다음은 빅뱅 이후 여러 원자핵의 생성에 대한 설명이다.	3
"그림은 천체 X, Y에서 나온 빛이 지구에 도달하는 모습을 나타낸 것이다. A, B는 각각 X, Y에서 나온 빛의 스펙트럼으로, A는 연속 스펙트럼, B는 선 스펙트럼이다."	6
표는 자유 낙하하는 물체의 속력을 시간에 따라 나타낸 것이다	1
"그림은 공 A를 자유 낙하시키는 동시에 공 B를 수평으로 던진 순간부터 일정한 시간 간격으로 측정한 A, B의 위치를 모눈종이에 나타낸 것이다. 점 p와 점 a ∼ e는 모눈종이 위의 점이다."	1
다음은 신소재를 활용한 제품에 대한 신문 기사의 일부이다.	4
다음은 핵발전소를 견학한 학생이 작성한 보고서이다.	2
다음은 에너지 제로 하우스에 설치된 열 회수 환기 장치에 대한 설명이다	2
"그림은 태양 전지에 연결된 전동기로 작동하는 장난감 자동차에 대해 학생 A, B, C가 대화하는 모습을 나타낸 것이다."	5
그림은 밀물 때 조력 발전소에서 전기 에너지를 생산하는 모습을 나타낸 것이다. 	2
"그림과 같이 빨대 속에 정지해 있는 물체를 불어서 발사시킨다. 표는 물체 A, B, C의 질량과 각 물체가 빨대를 빠져나온 순간의 속력을 나타낸 것이다"	1
그림과 같이 자전거 발전기로 충전 중인 휴대 전화의 스피커에서 음악이 나오고 있다. 페달이 돌아갈 때 발전기의 자석이 회전하면서 코일에 전류가 흐른다.	5
다음은 전자기 유도 실험이다.	5
다음은 높이뛰기용 매트보다 장대높이뛰기용 매트가 더 두꺼운 이유에 대해 학생이 추론한 과정이다.	2
"그림은 휴대 전화 충전기 내부에 있는 변압기를 나타낸 것이다. 변압기의 1차 코일, 2차 코일에 걸리는 전압은 각각 220 V, 5 V이고, 흐르는 전류는 각각 I1, I2이다."	5
"그림 (가)는 태양에서 수소 원자핵 4개가 헬륨 원자핵 1개로 변할 때 태양 에너지가 방출되는 모습을, (나)는 지구에 도달한 태양 에너지에 의해 발생하는 기상 현상을 나타낸 것이다."	2
"그림은 적정 기술이 적용된 장치 A, B를 나타낸 것이다."	2
"표는 열기관 A, B, C에 공급된 열에너지, 열기관이 하는 일, 열기관의 열효율을 나타낸 것이다."	2
"그림 (가)와 같이 발전소에서 생산된 전기 에너지가 변전소와 송전선을 통해 가정으로 공급된다. 그림 (나)는 변전소에서 동일한 전력을 송전할 때, 송전선에서의 손실 전력을 변전소의 송전 전압에 따라 나타낸 것이다."	2
"그림은 질량이 각각 2m, m인 찰흙 공 A, B가 각각 h, 4h의 높이에서 자유 낙하한 후 바닥에 충돌하여 달라붙은 모습을 나타낸 것이다. A, B가 각각 바닥에 닿는 순간부터 완전히 멈출 때까지 걸린 시간은 같다."	2
"그림과 같이 직선 도로에서 속력 v로 등속도 운동을 하는 자동차 A가 기준선 P를 지나는 순간 P에 정지해 있던 자동차 B가 출발한다. B는 P에서 Q까지 등가속도 운동을, Q에서 R까지 등속도 운동을, R에서 S까지 등가속도 운동을 한다. A와 B는 S를 속력 v로 동시에 지난다. A, B의 이동 거리는 P와 Q 사이, R와 S 사이가 모두 L로 같고, Q와 R 사이는 x이다. B에 작용하는 알짜힘의 크기는 P와 Q 사이에서가 R와 S 사이에서의 9/5배이다. "	1
"그림은 등가속도 운동, 등속도 운동, 등속 원운동을 분류하는 과정을, 표는 분류 기준 A, B, C를 나타낸 것이다."	1
"그림 (가)는 체조 선수가 던진 공 A가 점 p에서 점 q까지 연직 위로 운동하는 모습을, (나)는 야구 선수가 비스듬히 던진 공 B가 점 r에서 점 s까지 곡선 경로를 따라 운동하는 모습을 나타낸 것이다."	1
그림과 같이 빗면에서 직선 운동을 하던 물체가 빗면의 구간 Ⅰ을 지나 수평면의 구간 Ⅱ를 지난다. Ⅰ과 Ⅱ의 구간 거리는 같다.	1
"다음은 물체 A, B, C의 운동에 대한 설명이다."	1
그림은 동일 직선상에서 등가속도 운동을 하는 물체 A와 등속도 운동을 하는 물체 B의 위치를 시간에 따라 나타낸 것이다.	1
그림 (가)와 같이 질량이 4kg인 물체가 빗면을 따라 등가속도 직선 운동을 한다. 그림 (나)는 물체의 위치를 시간에 따라 나타낸 것 이다.	1
"그림 (가)는 직선 운동하는 물체 A의 위치를 시간에 따라 나타낸 것이고, (나)는 직선 운동하는 물체 B의 속도를 시간에 따라 나타낸 것이다."	1
그림 (가)는 수평한 직선 도로에서 도로와 나란하게 운동하는 자동차를 나타낸 것이다. 그림 (나)는 자동차가 기준선을 20m/s의 속력으로 통과하는 순간부터 정지선에 정지할 때까지 자동차의 속도를 시간에 따라 나타낸 것이다. 기준선과 정지선 사이의 거리는 100m이다.	1
"그림과 같이 수평면에서 물체가 ab 구간과 bc 구간에서 가속도의 크기가 각각 a1, a2인 등가속도 직선 운동을 한다. 점 a, b에서 물체의 속력은 각각 12m/s, 8m/s이고, a에서 점 c까지 물체의 평균 속력은 14m/s이다. "	1
"표는 등가속도 직선 운동을 하는 물체 A, B의 속력을 시간에 따라 나타낸 것이다."	1
"그림은 수평면에서 등가속도 직선 운동을 하는 자동차의 위치를 1초마다 나타낸 것이다. 점 a~d는 수평면상의 지점이며, a와 b 사이의 거리는 6m이고, c와 d 사이의 거리는 18m이다."	1
"그림은 빗면에서 점 O에 물체 A를 가만히 놓고, 시간 t0 후 물체 B를 O에 가만히 놓았을 때, B, A가 각각 점 P, Q를 v, 2v의 속력으로 지나는 순간을 나타낸 것이다."	1
그림은 수평한 직선 도로와 나란하게 4m/s로 등속도 운동을 하는 자동차 A가 기준선 P를 통과하는 순간 기준선 R에 정지해 있던 자동차 B가 A의 운동 방향과 반대 방향으로 등가속도 직선 운동을 시작하여 6초 후 A와 B가 기준선 Q를 동시에 통과하는 순간의 모습을 나타낸 것이다. P와 R 사이의 거리는 60m이다. 	1
"그림 (가)는 시간 t=0일 때 x축을 따라 운동하는 자동차 A의 속도가 +x 방향으로 3m/s인 것을, (나)는 A의 가속도 a를 시간 t에 따라 나타낸 것이다. a가 양(+)일 때, a의 방향은 +x 방향이다"	1
"그림과 같이 수평한 기준선 P를 3v의 속력으로 동시에 통과한 물체 A, B가 각각 등가속도 직선 운동을 하여 수평한 기준선 Q를 v의 속력으로 동시에 통과한다. A는 연직선상에서 운동하고, B는 빗면상에서 운동한다. P와 Q의 높이 차는 h이다."	1
"그림은 수평한 직선 도로에서 자동차 A, B가 서로 같은 방향으로 도로와 나란하게 각각 등가속도 직선 운동을 하는 모습을 나타낸 것이다. 시간 t=0일 때 A, B는 각각 기준선 P, Q를 속력 15m/s, 3m/s로 동시에 통과하여, t=3초일 때 기준선 R를 같은 속력 v0으로 동시에 통과한다. P와 Q 사이의 거리는 L, Q와 R 사이의 거리는 2L이다. "	1
"그림 (가)는 수평면에서 자동차 A는 4m/s의 속력으로 등속도 운동을 하고, 자동차 B는 등가속도 직선 운동을 하는 모습을 나타낸 것이다. 그림 (나)는 A와 B 사이의 거리 x를 시간에 따라 나타낸 것이다."	1
"그림과 같이 물체가 수평면에서 등가속도 직선 운동을 한다. 점 a~d는 수평면상의 점이고, a와 c 사이의 거리는 5L, b와 d 사이의 거리는 3L이다. a, d에서 물체의 속력은 각각 5v, v이고, 물체가 a에서 b까지 이동하는 데 걸린 시간 과 c에서 d까지 이동하는 데 걸린 시간이 같다."	1
"그림 (가)는 물체 A, B, C가 실 p, q로 연결되어 정지해 있는 모습을 나타낸 것이다. 그림 (나)는 p를 끊은 순간부터 B의 속력을 시간에 따라 나타낸 것이다. 2t¼일 때 q가 끊어졌다. A, B, C의 질량은 각각 m, m, 3m이다. "	1
"그림은 수평면에 정지해 있던 물체 A, B에 각각 연직 위 방향, 수평 방향으로 30N의 힘이 작용하여 등가속도 직선 운동을 하는 모습을 나타낸 것이다. A, B의 질량은 각각 2kg, 3kg이다"	1
"그림 (가)는 수평면에서 물체 A와 B를 용수철저울로 연결하고 수평 방향으로 크기가 각각 2F, F로 일정한 힘을 반대 방향으로 작용하여 등가속도 운동을 하는 모습을, (나)는 A, B에 수평 방향으로 크기가 각각 F, 2F로 일정한 힘을 반대 방향으로 작용하여 등가속도 운동을 하는 모습을 나타낸 것이다. (가), (나)에서 용수철 저울로 측정한 힘의 크기는 각각 6N, 4N이다."	1
"그림 (가)는 수평면에 정지해 있는 질량 m인 물체에 수평 방향으로 10N의 힘을 작용하는 모습을, (나)는 정지해 있던 물체가 등가속도 운동을 하는 순간부터 물체의 위치를 시간에 따라 나타낸 것이다. "	1
"그림 (가)는 수평면상의 물체 A와 도르래 아래 물체 B가 실로 연결되어 등가속도 운동을 하는 모습을, (나)는 A에 수평 방향으로 크기가 F인 힘이 작용하여 등가속도 운동을 하는 모습을 나타낸 것이다. A, B의 질량은 각각 3kg, 2kg이고, (가)와 (나)에서 B 의 가속도의 크기는 같다."	1
"그림 (가)와 같이 수평면에서 물체 A와 B가 실로 연결되어 등가속도 운동을 한다. B에는 수평 방향으로 크기가 F인 힘이 작용한다. 그림 (나)는 (가)에서 A와 B를 연결한 실이 끊어진 후의 모습을 나타낸 것이다. A, B의 질량은 각각 m, 3m이다."	1
"그림 (가)는 물체 A에 수평 방향으로 크기가 F인 힘을, (나)는 물체 B에 수평 방향으로 크기가 F인 힘을 작용하는 것을 나타낸 것으로, (가)와 (나)에서 A, B는 함께 등가속도 직선 운동을 한다. 질량은 B가 A의 2배이다."	1
"다음은 힘, 질량, 가속도 사이의 관계를 알아보는 실험이다"	1
"그림 (가)는 물체 A와 B가 실로 연결되어 정지해 있는 모습을, (나)는 (가)에서 A와 B를 연결한 실을 끊었을 때 A, B가 등가속도 운동을 하는 모습을 나타낸 것이다. A, B의 질량은 각각 m, 3m 이다."	1
그림은 지면에 실로 연결되어 정지해 있던 풍선에 연결된 실을 끊었더니 풍선이 연직 위로 떠올라 수평한 천장에 닿아 정지해 있는 모습 을 나타낸 것이다.	1
그림은 사람 A가 속력이 일정하게 증가하는 보트에 연결된 줄을 잡고 보트와 같은 속력으로 직선 운동을 하는 모습을 나타낸 것이다. A와 보트는 동일 직선상에서 운동한다.	1
"그림은 절연된 수평면에 대전된 도체구 A, B가 절연된 실에 연결되어 정지해 있는 모습을 나타낸 것이다."	1
"그림 (가)는 수평면에 정지해 있는 사람이 벽에 수평 방향으로 힘 F를 작용하였더니 수평면과 나란한 방향으로 운동하는 모습을 나타낸 것이고, (나)는 F의 크기를 시간에 따라 나타낸 것이다."	1
"그림과 같이 기준선 P에 정지해 있던 물체 A에 수평 방향으로 크기가 F인 힘을 작용하여 A가 등가속도 직선 운동을 하고, A가 기준선 Q를 통과하는 순간 Q에 정지해 있던 물체 B에 수평 방향으로 크기가 2F인 힘을 작용하여 B가 등가속도 직선 운동을 한다. A와 B는 직선 도로를 따라 나란하게 운동하며 기준선 R를 동시에 통과한다. A, B의 질량은 각각 2m, m이고, P와 Q 사이의 거리는 d1, Q와 R 사이의 거리는 d2이다."	1
"그림 (가)는 실로 연결된 물체 A, B가 각각 수평면과 빗면 위에서 등가속도 운동을 하는 모습을, (나)는 (가)에서 A, B의 위치를 서로 바꾸었을 때 A, B가 등가속도 운동을 하는 모습을 나타낸 것이다. A, B의 질량은 각각 m, 3m이다."	1
"그림 (가)와 같이 물체 A, B, C가 실 p, q로 연결되어 빗면에서 등가속도 운동을 한다. 그림 (나)는 (가)에서 A와 B를 연결한 실 p가 끊어진 후 각각 등가속도 운동을 하는 모습을 나타낸 것이다. B의 가속도의 크기는 (가)에서와 (나)에서 가 같고, A, B, C의 질량은 각각 3m, m, 2m이다."	1
"그림 (가)와 같이 수평면에서 물체가 직선 운동을 한다. x=0m에서 물체의 속력은 3m/s이고, x=12m에서 물체의 속력은 5m/s이며, 물체의 운동 방향은 +x 방향으로 일정하다. 그림 (나)는 물체에 수평 방향으로 작용하는 힘을 위치 x에 따라 나타낸 것으로, 힘이 양(+)일 때 힘의 방향은 +x 방향이다."	1
그림 (가)와 같이 물체 A와 B가 실로 연결되어 등가속도 운동을 한다. A는 마찰이 있는 면에서 크기가 F로 일정한 마찰력을 운동 방향과 반대 방향으로 받는다. 그림 (나)는 A의 속력을 시간에 따라 나타낸 것이다	1
"그림 (가)는 물체 A와 물체 B 위에 물체 C를 올려놓은 상자를 실로 연결한 후, 손이 A에 연직 아래 방향으로 크기가 F인 힘을 작용하여 A, B, C가 정지해 있는 모습을 나타낸 것이다. 그림 (나)는 (가)에서 A를 놓은 순간부터 등가속도 운동을 하는 A의 속력을 시간에 따라 나타낸 것이다. A, B의 질량은 각각 1kg, 2kg이다"	1
"그림 (가), (나)와 같이 수평면에 놓인 저울 위에 물체 A, B를 올려놓고, (가)에서는 B에 연직 아래 방향으로 크기가 F인 힘을 작용하고, (나)에서는 B에 연직 위 방향으로 크기가 F인 힘을 작용한다. (가), (나)에서 저울의 측정값은 각각 64N, 48N이다. A의 질량은 3kg이다."	1
"그림 (가)와 같이 마찰이 없는 수평면에 놓인 물체 A 위에 물체 B와 C가 놓여 있다. B와 C는 A의 마찰이 있는 수평한 면에 있으며, B는 벽과 실로 연결되어 있고 C에는 수평 방향으로 10N의 힘이 작용하여 A, B, C 모두 정지해 있다. 그림 (나)는 (가)에서 벽과 연결된 실을 끊은 후 A, B, C가 같은 가속도로 등가속도 직선 운동을 하는 모습을 나타낸 것이다. A, B, C의 질량은 각각 5kg, 3kg, 2kg이다. "	1
"그림 (가)는 마찰이 없는 수평면에서 물체 A, B가 등속도 운동 하는 모습을, (나)는 A와 B 사이의 거리를 시간에 따라 나타낸 것이다. 충돌 전 A의 속력은 2m/s이고, A의 운동량의 크기는 충돌 전이 충돌 후의 2배이다. 충돌 후 운동 에너지는 A가 B보다 크고, A와 B는 동일 직선상에서 운동한다"	1
